,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
10856,chr3R,9868128,9868188,Teh1_1,900,-,9868128,9868139,Teh1
10859,chr3R,9986039,9986099,Art4_1,900,-,9986039,9986050,Art4
10860,chr3R,9997149,9997209,Spn85F_1,900,+,9997198,9997209,Spn85F
10861,chr3R,10001284,10001344,CG5359_1,900,-,10001284,10001295,CG5359
10864,chr3R,10023613,10023673,CG31407_1,900,-,10023613,10023624,CG31407
10867,chr3R,10043224,10043284,CG3909_1,900,+,10043273,10043284,CG3909
10868,chr3R,10045514,10045574,CG11722_1,900,-,10045514,10045525,CG11722
10869,chr3R,10045537,10045597,mtTFB2_1,900,+,10045586,10045597,mtTFB2
10870,chr3R,10048783,10048843,CG12811_1,900,-,10048783,10048794,CG12811
10871,chr3R,10049153,10049213,CG3925_1,900,+,10049202,10049213,CG3925
10872,chr3R,10052853,10052913,Fancl_1,900,-,10052853,10052864,Fancl
10873,chr3R,10053262,10053322,Npc2e_1,900,+,10053311,10053322,Npc2e
10874,chr3R,10056088,10056148,Npc2d_1,900,-,10056088,10056099,Npc2d
10875,chr3R,10060189,10060249,Npc2c_1,900,+,10060238,10060249,Npc2c
10876,chr3R,10067869,10067929,CG33784_1,900,+,10067918,10067929,CG33784
10877,chr3R,10075376,10075436,CG5361_1,900,-,10075376,10075387,CG5361
10885,chr3R,10121408,10121468,gammaSnap2_1,900,-,10121408,10121419,gammaSnap2
10886,chr3R,10121734,10121794,CG31477_1,900,+,10121783,10121794,CG31477
10887,chr3R,10125650,10125710,knk_1,900,-,10125650,10125661,knk
10892,chr3R,10143010,10143070,CG42759_1,900,+,10143059,10143070,CG42759
10893,chr3R,10144149,10144209,TAF1B_1,900,-,10144149,10144160,TAF1B
10894,chr3R,10144630,10144690,Invadolysin_1,900,+,10144679,10144690,Invadolysin
10895,chr3R,10161306,10161366,CG6254_1,900,-,10161306,10161317,CG6254
10896,chr3R,10170474,10170534,CG6264_1,900,-,10170474,10170485,CG6264
10897,chr3R,10189608,10189668,CG12814_1,900,-,10189608,10189619,CG12814
10898,chr3R,10190639,10190699,Syn_1,900,+,10190688,10190699,Syn
10899,chr3R,10212993,10213053,Timp_1,900,-,10212993,10213004,Timp
10900,chr3R,10222651,10222711,CG12420_1,900,+,10222700,10222711,CG12420
10901,chr3R,10224706,10224766,CG12817_1,900,-,10224706,10224717,CG12817
10902,chr3R,10224843,10224903,CG34107_1,900,+,10224892,10224903,CG34107
10903,chr3R,10226451,10226511,CG42795_1,900,+,10226500,10226511,CG42795
10904,chr3R,10251469,10251529,CG3999_1,900,+,10251518,10251529,CG3999
10905,chr3R,10261863,10261923,Sirt6_1,900,-,10261863,10261874,Sirt6
10906,chr3R,10262078,10262138,pont_1,900,+,10262127,10262138,pont
10910,chr3R,10311598,10311658,CG6293_1,900,-,10311598,10311609,CG6293
10911,chr3R,10331335,10331395,Bruce_1,900,-,10331335,10331346,Bruce
10912,chr3R,10331533,10331593,CG12818_1,900,+,10331582,10331593,CG12818
10915,chr3R,10338238,10338298,CG12592_1,900,+,10338287,10338298,CG12592
10916,chr3R,10348785,10348845,CG31406_1,900,+,10348834,10348845,CG31406
10917,chr3R,10350134,10350194,jumu_1,900,+,10350183,10350194,jumu
10918,chr3R,10378128,10378188,Rfx_1,900,-,10378128,10378139,Rfx
10919,chr3R,10388212,10388272,cwo_1,900,+,10388261,10388272,cwo
10920,chr3R,10400928,10400988,mthl11_1,900,+,10400977,10400988,mthl11
10921,chr3R,10407281,10407341,CG6325_1,900,-,10407281,10407292,CG6325
10922,chr3R,10412855,10412915,Irp-1B_1,900,-,10412855,10412866,Irp-1B
10923,chr3R,10413252,10413312,Rrp46_1,900,+,10413301,10413312,Rrp46
10924,chr3R,10416033,10416093,CG6345_1,900,-,10416033,10416044,CG6345
10925,chr3R,10434740,10434800,Cyp12e1_1,900,+,10434789,10434800,Cyp12e1
10926,chr3R,10614240,10614300,CG17117_1,900,-,10614240,10614251,CG17117
10927,chr3R,10639554,10639614,hth_1,900,-,10639554,10639565,hth
10928,chr3R,10677196,10677256,CG6465_1,900,-,10677196,10677207,CG6465
10929,chr3R,10680930,10680990,CG14688_1,900,-,10680930,10680941,CG14688
10930,chr3R,10686894,10686954,Skeletor_1,900,+,10686943,10686954,Skeletor
10935,chr3R,10705072,10705132,CG31391_1,900,-,10705072,10705083,CG31391
10936,chr3R,10706837,10706897,CG31467_1,900,-,10706837,10706848,CG31467
10937,chr3R,10706883,10706943,CG14684_1,900,+,10706932,10706943,CG14684
10938,chr3R,10708326,10708386,CG31278_1,900,-,10708326,10708337,CG31278
10939,chr3R,10709372,10709432,CG31373_1,900,-,10709372,10709383,CG31373
10940,chr3R,10711229,10711289,CG14689_1,900,-,10711229,10711240,CG14689
10941,chr3R,10714711,10714771,CG4073_1,900,+,10714760,10714771,CG4073
10942,chr3R,10735927,10735987,tomboy20_1,900,-,10735927,10735938,tomboy20
10943,chr3R,10751228,10751288,TkR86C_1,900,-,10751228,10751239,TkR86C
10944,chr3R,10755635,10755695,CG14691_1,900,-,10755635,10755646,CG14691
10945,chr3R,10759380,10759440,CG31272_1,900,-,10759380,10759391,CG31272
10946,chr3R,10761008,10761068,MED7_1,900,-,10761008,10761019,MED7
10949,chr3R,10767762,10767822,TfIIFbeta_1,900,-,10767762,10767773,TfIIFbeta
10950,chr3R,10777357,10777417,FAU_1,900,-,10777357,10777368,FAU
10951,chr3R,10779522,10779582,Desi_1,900,+,10779571,10779582,Desi
10952,chr3R,10782343,10782403,CG42633_1,900,-,10782343,10782354,CG42633
10953,chr3R,10784064,10784124,mRpL37_1,900,-,10784064,10784075,mRpL37
10954,chr3R,10784348,10784408,Rbp1_1,900,+,10784397,10784408,Rbp1
10955,chr3R,10788159,10788219,CG6554_1,900,-,10788159,10788170,CG6554
10956,chr3R,10788499,10788559,CG4082_1,900,+,10788548,10788559,CG4082
10957,chr3R,10792856,10792916,CG14687_1,900,+,10792905,10792916,CG14687
10958,chr3R,10803944,10804004,CG14692_1,900,-,10803944,10803955,CG14692
10961,chr3R,10815244,10815304,CG4089_1,900,+,10815293,10815304,CG4089
10962,chr3R,10827029,10827089,Cad86C_1,900,+,10827078,10827089,Cad86C
10963,chr3R,10849776,10849836,CG42394_1,900,+,10849825,10849836,CG42394
10964,chr3R,10852653,10852713,CG4565_1,900,+,10852702,10852713,CG4565
10965,chr3R,10854373,10854433,CG6567_1,900,-,10854373,10854384,CG6567
10968,chr3R,10856727,10856787,CG4570_1,900,+,10856776,10856787,CG4570
10969,chr3R,10859818,10859878,CG14694_1,900,-,10859818,10859829,CG14694
10970,chr3R,10862946,10863006,CG6574_1,900,-,10862946,10862957,CG6574
10973,chr3R,10868692,10868752,CG4591_1,900,+,10868741,10868752,CG4591
10974,chr3R,10872327,10872387,Fdh_1,900,-,10872327,10872338,Fdh
10975,chr3R,10872990,10873050,CG4596_1,900,+,10873039,10873050,CG4596
10976,chr3R,10876334,10876394,Sodh-2_1,900,+,10876383,10876394,Sodh-2
10977,chr3R,10879300,10879360,CG14695_1,900,-,10879300,10879311,CG14695
10978,chr3R,10882155,10882215,Tpc1_1,900,-,10882155,10882166,Tpc1
10979,chr3R,10884990,10885050,CG14696_1,900,-,10884990,10885001,CG14696
10980,chr3R,10885491,10885551,Leash_1,900,+,10885540,10885551,Leash
10983,chr3R,10893475,10893535,CG6621_1,900,-,10893475,10893486,CG6621
10984,chr3R,10950238,10950298,Tengl4_1,900,+,10950287,10950298,Tengl4
10985,chr3R,10972331,10972391,CG34114_1,900,+,10972380,10972391,CG34114
10986,chr3R,11088327,11088387,CG43449_1,900,+,11088376,11088387,CG43449
10987,chr3R,11115672,11115732,CG6629_1,900,-,11115672,11115683,CG6629
10988,chr3R,11128331,11128391,Ugt86Dd_1,900,-,11128331,11128342,Ugt86Dd
10989,chr3R,11137111,11137171,CG4706_1,900,+,11137160,11137171,CG4706
10990,chr3R,11145163,11145223,CheA86a_1,900,-,11145163,11145174,CheA86a
10991,chr3R,11153849,11153909,Ugt86Di_1,900,-,11153849,11153860,Ugt86Di
10992,chr3R,11154571,11154631,Ugt86Dc_1,900,+,11154620,11154631,Ugt86Dc
10993,chr3R,11157050,11157110,CG18578_1,900,+,11157099,11157110,CG18578
10994,chr3R,11161158,11161218,CG4757_1,900,+,11161207,11161218,CG4757
10995,chr3R,11166107,11166167,Ugt86Dg_1,900,-,11166107,11166118,Ugt86Dg
10996,chr3R,11167966,11168026,Ugt86De_1,900,-,11167966,11167977,Ugt86De
10997,chr3R,11170240,11170300,Ugt35b_1,900,-,11170240,11170251,Ugt35b
10998,chr3R,11172651,11172711,CG6644_1,900,-,11172651,11172662,CG6644
10999,chr3R,11175410,11175470,Ugt86Dj_1,900,-,11175410,11175421,Ugt86Dj
11000,chr3R,11175479,11175539,Ugt86Dh_1,900,+,11175528,11175539,Ugt86Dh
11001,chr3R,11196043,11196103,CG18577_1,900,+,11196092,11196103,CG18577
11006,chr3R,11209832,11209892,SdhC_1,900,-,11209832,11209843,SdhC
11007,chr3R,11210207,11210267,Tctp_1,900,+,11210256,11210267,Tctp
11008,chr3R,11214504,11214564,ZnT86D_1,900,-,11214504,11214515,ZnT86D
11009,chr3R,11216271,11216331,RS25_1,900,-,11216271,11216282,RS25
11010,chr3R,11216505,11216565,CG4820_1,900,+,11216554,11216565,CG4820
11011,chr3R,11220053,11220113,CG6689_1,900,-,11220053,11220064,CG6689
11014,chr3R,11221847,11221907,RL3_1,900,+,11221896,11221907,RL3
11015,chr3R,11225465,11225525,scpr-C_1,900,+,11225514,11225525,scpr-C
11016,chr3R,11226725,11226785,CG17726_1,900,+,11226774,11226785,CG17726
11017,chr3R,11230544,11230604,GCC88_1,900,-,11230544,11230555,GCC88
11018,chr3R,11231863,11231923,CG14701_1,900,+,11231912,11231923,CG14701
11019,chr3R,11231864,11231924,CG17187_1,900,-,11231864,11231875,CG17187
11020,chr3R,11234994,11235054,CG17184_1,900,-,11234994,11235005,CG17184
11023,chr3R,11236235,11236295,CG31441_1,900,+,11236284,11236295,CG31441
11024,chr3R,11237746,11237806,CG31388_1,900,+,11237795,11237806,CG31388
11025,chr3R,11240989,11241049,scpr-B_1,900,-,11240989,11241000,scpr-B
11026,chr3R,11241126,11241186,scpr-A_1,900,+,11241175,11241186,scpr-A
11027,chr3R,11243944,11244004,CG17734_1,900,-,11243944,11243955,CG17734
11028,chr3R,11244256,11244316,CG5214_1,900,+,11244305,11244316,CG5214
11031,chr3R,11348349,11348409,KP78b_1,900,-,11348349,11348360,KP78b
11032,chr3R,11353141,11353201,KP78a_1,900,-,11353141,11353152,KP78a
11034,chr3R,11407873,11407933,mRpL40_1,900,+,11407922,11407933,mRpL40
11035,chr3R,11409866,11409926,mgr_1,900,-,11409866,11409877,mgr
11036,chr3R,11409999,11410059,Irbp_1,900,+,11410048,11410059,Irbp
11037,chr3R,11412540,11412600,CG5252_1,900,+,11412589,11412600,CG5252
11038,chr3R,11418654,11418714,CG6723_1,900,-,11418654,11418665,CG6723
11039,chr3R,11421678,11421738,ninaG_1,900,-,11421678,11421689,ninaG
11040,chr3R,11422022,11422082,CG5270_1,900,+,11422071,11422082,CG5270
11041,chr3R,11429988,11430048,CG18643_1,900,+,11430037,11430048,CG18643
11042,chr3R,11431556,11431616,CG6764_1,900,-,11431556,11431567,CG6764
11047,chr3R,11435800,11435860,CG5281_1,900,+,11435849,11435860,CG5281
11056,chr3R,11499919,11499979,dpr5_1,900,+,11499968,11499979,dpr5
11057,chr3R,11542938,11542998,dpr4_1,900,-,11542938,11542949,dpr4
11058,chr3R,11554026,11554086,CG14708_1,900,+,11554075,11554086,CG14708
11059,chr3R,11557727,11557787,CG10898_1,900,+,11557776,11557787,CG10898
11061,chr3R,11563281,11563341,sea_1,900,-,11563281,11563292,sea
11063,chr3R,11569180,11569240,Mrp4_1,900,+,11569229,11569240,Mrp4
11064,chr3R,11578685,11578745,CG6790_1,900,-,11578685,11578696,CG6790
11065,chr3R,11578758,11578818,CG5342_1,900,+,11578807,11578818,CG5342
11068,chr3R,11590131,11590191,CG6791_1,900,-,11590131,11590142,CG6791
11069,chr3R,11592238,11592298,Jupiter_1,900,-,11592238,11592249,Jupiter
11072,chr3R,11620042,11620102,CG14710_1,900,+,11620091,11620102,CG14710
11074,chr3R,11623304,11623364,CG14711_1,900,+,11623353,11623364,CG14711
11076,chr3R,11626641,11626701,CG6813_1,900,-,11626641,11626652,CG6813
11077,chr3R,11626832,11626892,CG18764_1,900,+,11626881,11626892,CG18764
11078,chr3R,11628712,11628772,CG14712_1,900,+,11628761,11628772,CG14712
11081,chr3R,11650623,11650683,CG17309_1,900,-,11650623,11650634,CG17309
11082,chr3R,11650930,11650990,Elp1_1,900,+,11650979,11650990,Elp1
11083,chr3R,11656100,11656160,CG42327_1,900,+,11656149,11656160,CG42327
11084,chr3R,11674203,11674263,CG14715_1,900,+,11674252,11674263,CG14715
11085,chr3R,11678086,11678146,CG18476_1,900,-,11678086,11678097,CG18476
11086,chr3R,11679655,11679715,Taf12_1,900,-,11679655,11679666,Taf12
11087,chr3R,11679731,11679791,Ho_1,900,+,11679780,11679791,Ho
11088,chr3R,11684329,11684389,CG6830_1,900,-,11684329,11684340,CG6830
11089,chr3R,11688119,11688179,CG6834_1,900,-,11688119,11688130,CG6834
11090,chr3R,11689938,11689998,CG6908_1,900,-,11689938,11689949,CG6908
11091,chr3R,11691813,11691873,CG18765_1,900,-,11691813,11691824,CG18765
11092,chr3R,11694290,11694350,Fer3_1,900,-,11694290,11694301,Fer3
11093,chr3R,11696441,11696501,CG14717_1,900,+,11696490,11696501,CG14717
11094,chr3R,11700567,11700627,CG14718_1,900,+,11700616,11700627,CG14718
11095,chr3R,11703963,11704023,I-t_1,900,+,11704012,11704023,I-t
11096,chr3R,11711654,11711714,CG14720_1,900,+,11711703,11711714,CG14720
11097,chr3R,11721739,11721799,CG12594_1,900,+,11721788,11721799,CG12594
11100,chr3R,11741790,11741850,Blm_1,900,-,11741790,11741801,Blm
11106,chr3R,11750296,11750356,CG43062_1,900,+,11750345,11750356,CG43062
11118,chr3R,11796974,11797034,Sbf_1,900,-,11796974,11796985,Sbf
11122,chr3R,11819081,11819141,glo_1,900,-,11819081,11819092,glo
11124,chr3R,11819322,11819382,CG6946_1,900,-,11819322,11819333,CG6946
11129,chr3R,11869447,11869507,CG6959_1,900,-,11869447,11869458,CG6959
11130,chr3R,11877185,11877245,sad_1,900,+,11877234,11877245,sad
11131,chr3R,11882518,11882578,CG6962_1,900,-,11882518,11882529,CG6962
11132,chr3R,11882745,11882805,CG31368_1,900,+,11882794,11882805,CG31368
11133,chr3R,11887154,11887214,mthl5_1,900,-,11887154,11887165,mthl5
11134,chr3R,11893307,11893367,CG6971_1,900,-,11893307,11893318,CG6971
11135,chr3R,11897510,11897570,CG34307_1,900,+,11897559,11897570,CG34307
11136,chr3R,11931169,11931229,CG14731_1,900,+,11931218,11931229,CG14731
11137,chr3R,11949106,11949166,Cad87A_1,900,-,11949106,11949117,Cad87A
11138,chr3R,11949682,11949742,CG31211_1,900,+,11949731,11949742,CG31211
11139,chr3R,11956531,11956591,Hsp70Aa_1,900,-,11956531,11956542,Hsp70Aa
11140,chr3R,11958486,11958546,Hsp70Ab_1,900,+,11958535,11958546,Hsp70Ab
11141,chr3R,11962769,11962829,CG3281_1,900,-,11962769,11962780,CG3281
11142,chr3R,11963110,11963170,aurA_1,900,+,11963159,11963170,aurA
11145,chr3R,11967690,11967750,GC1_1,900,+,11967739,11967750,GC1
11146,chr3R,11971647,11971707,GC2_1,900,+,11971696,11971707,GC2
11147,chr3R,11974897,11974957,Tango9_1,900,-,11974897,11974908,Tango9
11148,chr3R,11977179,11977239,CG10005_1,900,-,11977179,11977190,CG10005
11149,chr3R,11980395,11980455,CG18547_1,900,-,11980395,11980406,CG18547
11152,chr3R,11984525,11984585,CG3397_1,900,-,11984525,11984536,CG3397
11153,chr3R,11990034,11990094,mfas_1,900,-,11990034,11990045,mfas
11154,chr3R,11993301,11993361,CG3359_1,900,-,11993301,11993312,CG3359
11155,chr3R,11999233,11999293,Ect3_1,900,+,11999282,11999293,Ect3
11156,chr3R,12005453,12005513,Tk_1,900,-,12005453,12005464,Tk
11157,chr3R,12010419,12010479,KLHL18_1,900,-,12010419,12010430,KLHL18
11158,chr3R,12010723,12010783,GCC185_1,900,+,12010772,12010783,GCC185
11161,chr3R,12017122,12017182,Spt3_1,900,+,12017171,12017182,Spt3
11162,chr3R,12031752,12031812,CG31358_1,900,-,12031752,12031763,CG31358
11163,chr3R,12033101,12033161,ssp5_1,900,+,12033150,12033161,ssp5
11164,chr3R,12040459,12040519,CG14736_1,900,+,12040508,12040519,CG14736
11165,chr3R,12049173,12049233,CG14739_1,900,-,12049173,12049184,CG14739
11166,chr3R,12062907,12062967,CG14740_1,900,-,12062907,12062918,CG14740
11172,chr3R,12128181,12128241,CG4702_1,900,-,12128181,12128192,CG4702
11173,chr3R,12158613,12158673,dpr15_1,900,-,12158613,12158624,dpr15
11174,chr3R,12166175,12166235,Cpn_1,900,-,12166175,12166186,Cpn
11175,chr3R,12195024,12195084,CG4810_1,900,-,12195024,12195035,CG4810
11176,chr3R,12195219,12195279,CG43450_1,900,+,12195268,12195279,CG43450
11177,chr3R,12197929,12197989,CG3809_1,900,+,12197978,12197989,CG3809
11178,chr3R,12210343,12210403,CG4830_1,900,-,12210343,12210354,CG4830
11179,chr3R,12214412,12214472,CG14742_1,900,+,12214461,12214472,CG14742
11180,chr3R,12219659,12219719,CG4848_1,900,-,12219659,12219670,CG4848
11181,chr3R,12221452,12221512,CG4860_1,900,-,12221452,12221463,CG4860
11182,chr3R,12222361,12222421,CG10014_1,900,+,12222410,12222421,CG10014
11183,chr3R,12226342,12226402,CG12256_1,900,-,12226342,12226353,CG12256
11184,chr3R,12229367,12229427,CG3916_1,900,+,12229416,12229427,CG3916
11185,chr3R,12232741,12232801,Pglym87_1,900,-,12232741,12232752,Pglym87
11186,chr3R,12236899,12236959,Cyp313a2_1,900,-,12236899,12236910,Cyp313a2
11187,chr3R,12239157,12239217,Cyp313a3_1,900,-,12239157,12239168,Cyp313a3
11188,chr3R,12254149,12254209,CG3942_1,900,+,12254198,12254209,CG3942
11190,chr3R,12260894,12260954,CG44038_1,900,+,12260943,12260954,CG44038
11191,chr3R,12270818,12270878,CG17738_1,900,+,12270867,12270878,CG17738
11192,chr3R,12273076,12273136,Sfp87B_1,900,+,12273125,12273136,Sfp87B
11194,chr3R,12311252,12311312,CG4066_1,900,+,12311301,12311312,CG4066
11195,chr3R,12323507,12323567,CG10013_1,900,+,12323556,12323567,CG10013
11196,chr3R,12341625,12341685,CG44956_1,900,+,12341674,12341685,CG44956
11197,chr3R,12350608,12350668,CG10038_1,900,-,12350608,12350619,CG10038
11198,chr3R,12352084,12352144,CG10041_1,900,-,12352084,12352095,CG10041
11199,chr3R,12356258,12356318,MBD-R2_1,900,-,12356258,12356269,MBD-R2
11200,chr3R,12359964,12360024,CG4115_1,900,+,12360013,12360024,CG4115
11201,chr3R,12364685,12364745,Tim17a1_1,900,-,12364685,12364696,Tim17a1
11202,chr3R,12365738,12365798,GstD10_1,900,-,12365738,12365749,GstD10
11203,chr3R,12367570,12367630,GstD9_1,900,-,12367570,12367581,GstD9
11204,chr3R,12369250,12369310,GstD1_1,900,-,12369250,12369261,GstD1
11205,chr3R,12371897,12371957,GstD2_1,900,+,12371946,12371957,GstD2
11206,chr3R,12372990,12373050,GstD3_1,900,+,12373039,12373050,GstD3
11207,chr3R,12374052,12374112,GstD4_1,900,+,12374101,12374112,GstD4
11208,chr3R,12375670,12375730,GstD5_1,900,+,12375719,12375730,GstD5
11209,chr3R,12377068,12377128,GstD6_1,900,+,12377117,12377128,GstD6
11210,chr3R,12378453,12378513,GstD7_1,900,+,12378502,12378513,GstD7
11211,chr3R,12379954,12380014,GstD8_1,900,+,12380003,12380014,GstD8
11212,chr3R,12382675,12382735,CG10035_1,900,-,12382675,12382686,CG10035
11215,chr3R,12386214,12386274,CG34402_1,900,+,12386263,12386274,CG34402
11221,chr3R,12401825,12401885,lig3_1,900,-,12401825,12401836,lig3
11222,chr3R,12405938,12405998,Cyp9f2_1,900,-,12405938,12405949,Cyp9f2
11223,chr3R,12406568,12406628,CG5167_1,900,+,12406617,12406628,CG5167
11224,chr3R,12408324,12408384,CG5196_1,900,+,12408373,12408384,CG5196
11227,chr3R,12413756,12413816,pps_1,900,+,12413805,12413816,pps
11228,chr3R,12422385,12422445,Scgbeta_1,900,-,12422385,12422396,Scgbeta
11229,chr3R,12422783,12422843,CG17202_1,900,+,12422832,12422843,CG17202
11230,chr3R,12425839,12425899,PP12_1,900,-,12425839,12425850,PP12
11231,chr3R,12426524,12426584,Sas_1,900,+,12426573,12426584,Sas
11232,chr3R,12429268,12429328,CG5641_1,900,-,12429268,12429279,CG5641
11233,chr3R,12429489,12429549,CG5245_1,900,+,12429538,12429549,CG5245
11234,chr3R,12431311,12431371,Prosalpha2_1,900,+,12431360,12431371,Prosalpha2
11235,chr3R,12433801,12433861,Aos1_1,900,-,12433801,12433812,Aos1
11236,chr3R,12434072,12434132,CG5844_1,900,+,12434121,12434132,CG5844
11237,chr3R,12436179,12436239,Desat2_1,900,+,12436228,12436239,Desat2
11238,chr3R,12439101,12439161,CG17207_1,900,-,12439101,12439112,CG17207
11244,chr3R,12447593,12447653,CG5538_1,900,+,12447642,12447653,CG5538
11245,chr3R,12449247,12449307,CG18549_1,900,+,12449296,12449307,CG18549
11246,chr3R,12452388,12452448,CG5509_1,900,+,12452437,12452448,CG5509
11247,chr3R,12456506,12456566,trus_1,900,+,12456555,12456566,trus
11250,chr3R,12460386,12460446,CG12267_1,900,+,12460435,12460446,CG12267
11251,chr3R,12465293,12465353,CG5608_1,900,-,12465293,12465304,CG5608
11252,chr3R,12467782,12467842,Hsp70Ba_1,900,-,12467782,12467793,Hsp70Ba
11253,chr3R,12526140,12526200,HUGN_1,900,+,12526189,12526200,HUGN
11254,chr3R,12548234,12548294,Octbeta3R_1,900,-,12548234,12548245,Octbeta3R
11258,chr3R,12627722,12627782,VATB_1,900,-,12627722,12627733,VATB
11259,chr3R,12628019,12628079,Snx3_1,900,+,12628068,12628079,Snx3
11260,chr3R,12630610,12630670,Not10_1,900,+,12630659,12630670,Not10
11261,chr3R,12634854,12634914,CG11598_1,900,+,12634903,12634914,CG11598
11262,chr3R,12636490,12636550,CG11600_1,900,+,12636539,12636550,CG11600
11263,chr3R,12638439,12638499,CG11608_1,900,+,12638488,12638499,CG11608
11264,chr3R,12642470,12642530,CG6753_1,900,-,12642470,12642481,CG6753
11265,chr3R,12648010,12648070,CG6234_1,900,+,12648059,12648070,CG6234
11266,chr3R,12654527,12654587,CG6225_1,900,+,12654576,12654587,CG6225
11270,chr3R,12674560,12674620,CG6188_1,900,+,12674609,12674620,CG6188
11271,chr3R,12676274,12676334,CG43630_1,900,-,12676274,12676285,CG43630
11272,chr3R,12679033,12679093,mbo_1,900,-,12679033,12679044,mbo
11273,chr3R,12681389,12681449,Cyp313a4_1,900,-,12681389,12681400,Cyp313a4
11274,chr3R,12689353,12689413,CG12286_1,900,-,12689353,12689364,CG12286
11275,chr3R,12691448,12691508,CG6054_1,900,-,12691448,12691459,CG6054
11276,chr3R,12691726,12691786,ACTZ_1,900,-,12691726,12691737,ACTZ
11277,chr3R,12692604,12692664,CG31347_1,900,-,12692604,12692615,CG31347
11278,chr3R,12694823,12694883,CG14391_1,900,-,12694823,12694834,CG14391
11281,chr3R,12697259,12697319,Past1_1,900,+,12697308,12697319,Past1
11282,chr3R,12697848,12697908,CG6148_1,900,+,12697897,12697908,CG6148
11283,chr3R,12705030,12705090,CG12279_1,900,+,12705079,12705090,CG12279
11284,chr3R,12712305,12712365,mus308_1,900,-,12712305,12712316,mus308
11285,chr3R,12719780,12719840,CG10120_1,900,-,12719780,12719791,CG10120
11288,chr3R,12739584,12739644,CG5724_1,900,+,12739633,12739644,CG5724
11289,chr3R,12743690,12743750,CG5999_1,900,-,12743690,12743701,CG5999
11290,chr3R,12783201,12783261,beat-Vc_1,900,-,12783201,12783212,beat-Vc
11291,chr3R,12817018,12817078,CG31345_1,900,-,12817018,12817029,CG31345
11292,chr3R,12848424,12848484,beat-Va_1,900,-,12848424,12848435,beat-Va
11295,chr3R,12891920,12891980,d-cup_1,900,+,12891969,12891980,d-cup
11296,chr3R,12911334,12911394,CG10909_1,900,-,12911334,12911345,CG10909
11297,chr3R,12916035,12916095,beat-Vb_1,900,+,12916084,12916095,beat-Vb
11298,chr3R,12961623,12961683,grsm_1,900,-,12961623,12961634,grsm
11299,chr3R,12961709,12961769,Spc25_1,900,+,12961758,12961769,Spc25
11300,chr3R,12963752,12963812,Cyp304a1_1,900,+,12963801,12963812,Cyp304a1
11305,chr3R,12978049,12978109,CG7091_1,900,+,12978098,12978109,CG7091
11308,chr3R,12986013,12986073,CG31342_1,900,+,12986062,12986073,CG31342
11309,chr3R,12988533,12988593,CG14383_1,900,-,12988533,12988544,CG14383
11310,chr3R,12993213,12993273,yellow-f_1,900,-,12993213,12993224,yellow-f
11311,chr3R,12995160,12995220,yellow-f2_1,900,-,12995160,12995171,yellow-f2
11312,chr3R,12995571,12995631,CG7488_1,900,+,12995620,12995631,CG7488
11313,chr3R,12997526,12997586,CG17327_1,900,-,12997526,12997537,CG17327
11314,chr3R,12998031,12998091,CG7518_1,900,+,12998080,12998091,CG7518
11315,chr3R,13009828,13009888,CG11656_1,900,+,13009877,13009888,CG11656
11316,chr3R,13011259,13011319,CG8031_1,900,-,13011259,13011270,CG8031
